trip_id,arrival_time,departure_time,stop_id,stop_sequence
101,5:20:00,5:20:00,1,1
101,5:20:00,5:20:00,2,2
101,5:21:00,5:21:00,3,3
101,5:21:00,5:21:00,4,4
101,5:22:00,5:22:00,5,5
101,5:22:00,5:22:00,6,6
101,5:23:00,5:23:00,7,7
101,5:23:00,5:23:00,8,8
101,5:23:00,5:23:00,9,9
101,5:24:00,5:24:00,10,10
101,5:24:00,5:24:00,11,11
101,5:25:00,5:25:00,12,12
101,5:25:00,5:25:00,13,13
101,5:27:00,5:27:00,14,14
101,5:27:00,5:27:00,15,15
101,5:28:00,5:28:00,16,16
101,5:28:00,5:28:00,17,17
101,5:28:00,5:28:00,18,18
101,5:29:00,5:29:00,19,19
101,5:29:00,5:29:00,20,20
101,5:30:00,5:30:00,21,21
101,5:30:00,5:30:00,22,22
101,5:30:00,5:30:00,23,23
101,5:31:00,5:31:00,24,24
101,5:31:00,5:31:00,25,25
101,5:33:00,5:33:00,26,26
101,5:33:00,5:33:00,27,27
101,5:34:00,5:34:00,28,28
101,5:34:00,5:34:00,29,29
101,5:35:00,5:35:00,30,30
101,5:35:00,5:35:00,31,31
101,5:35:00,5:35:00,32,32
101,5:36:00,5:36:00,33,33
101,5:36:00,5:36:00,34,34
101,5:36:00,5:36:00,35,35
101,5:37:00,5:37:00,36,36
101,5:37:00,5:37:00,37,37
101,5:38:00,5:38:00,38,38
101,5:38:00,5:38:00,39,39
101,5:40:00,5:40:00,40,40
101,5:40:00,5:40:00,41,41
101,5:40:00,5:40:00,42,42
101,5:41:00,5:41:00,43,43
101,5:41:00,5:41:00,44,44
101,5:41:00,5:41:00,45,45
101,5:42:00,5:42:00,46,46
101,5:42:00,5:42:00,47,47
101,5:42:00,5:42:00,48,48
101,5:43:00,5:43:00,49,49
101,5:44:00,5:44:00,50,50
101,5:44:00,5:44:00,51,51
101,5:44:00,5:44:00,52,52
101,5:44:00,5:44:00,53,53
101,5:45:00,5:45:00,54,54
101,5:45:00,5:45:00,55,55
101,5:45:00,5:45:00,56,56
101,5:45:00,5:45:00,57,57
101,5:46:00,5:46:00,58,58
101,5:46:00,5:46:00,59,59
101,5:46:00,5:46:00,60,60
101,5:48:00,5:48:00,61,61
